title,author,year,citation_count,open_access,date,abstract,_title_norm,_citations,_text,lda_topic,bertopic_topic,sim_peer_interaction,sim_interpersonal_communication,sim_social_connectedness,sim_human_ai_relationship,sim_social_behavior,social_max_similarity,social_mean_similarity
"Human–AI co-creation in generative AI video: content characteristics, flow experience, and continued creation intention—a hybrid SEM–ANN study",Min Hou|Jiayi Zhang|Mengyi Liu|Jing Pu,2026,0,Open Access,2026-09-09,"Introduction Grounded in the stimulus–organism–response (S-O-R) theory and flow theory, this study investigates the pathways through which five dimensions of artificial intelligence (AI) video content characteristics—generation quality, emotional resonance, visual novelty, interaction, and narrative coherence—influence university students’ AI video creation willingness (AW), with a particular focus on the mediating role of flow experience. Methods A hybrid approach combining structural equation modeling (SEM) and artificial neural network (ANN) analysis was adopted. Using the Jimeng (Dreamina) AI video generation platform as the research context, questionnaire data were collected from 512 Chinese university students with more than 1 month of usage experience. Results All five AI video content characteristics significantly and positively influenced flow experience, which in turn significantly affected AW. Among these characteristics, visual novelty and narrative coherence exerted the most prominent effects on AW. Bootstrap mediation tests confirmed that flow experience significantly mediated all examined pathways. ANN sensitivity analysis further verified that visual novelty was the primary predictor of flow experience, while flow experience was the core predictor of creation willingness. Discussion This study extends the application boundary of S-O-R theory to generative AI creation contexts and elucidates the psychological mechanism through which external stimuli are transformed into behavioral responses. The findings also provide theoretical grounding and practical guidance for AI video platforms to optimize user experience and enhance users’ willingness to adopt AI video creation.",human ai co creation in generative ai video content characteristics flow experience and continued creation intention a hybrid sem ann study,0,"Human–AI co-creation in generative AI video: content characteristics, flow experience, and continued creation intention—a hybrid SEM–ANN study. Introduction Grounded in the stimulus–organism–response (S-O-R) theory and flow theory, this study investigates the pathways through which five dimensions of artificial intelligence (AI) video content characteristics—generation quality, emotional resonance, visual novelty, interaction, and narrative coherence—influence university students’ AI video creation willingness (AW), with a particular focus on the mediating role of flow experience. Methods A hybrid approach combining structural equation modeling (SEM) and artificial neural network (ANN) analysis was adopted. Using the Jimeng (Dreamina) AI video generation platform as the research context, questionnaire data were collected from 512 Chinese university students with more than 1 month of usage experience. Results All five AI video content characteristics significantly and positively influenced flow experience, which in turn significantly affected AW. Among these characteristics, visual novelty and narrative coherence exerted the most prominent effects on AW. Bootstrap mediation tests confirmed that flow experience significantly mediated all examined pathways. ANN sensitivity analysis further verified that visual novelty was the primary predictor of flow experience, while flow experience was the core predictor of creation willingness. Discussion This study extends the application boundary of S-O-R theory to generative AI creation contexts and elucidates the psychological mechanism through which external stimuli are transformed into behavioral responses. The findings also provide theoretical grounding and practical guidance for AI video platforms to optimize user experience and enhance users’ willingness to adopt AI video creation.",2,-1,0.111762576,0.2584657,0.14066432,0.43375388,0.21598276,0.43375388,0.23212585
Rethinking human excellence in the AI age: The relationship between intellectual humility and attitudes toward ChatGPT,Heng Li,2023,33,NOT Open Access,2023-09-02,,rethinking human excellence in the ai age the relationship between intellectual humility and attitudes toward chatgpt,33,Rethinking human excellence in the AI age: The relationship between intellectual humility and attitudes toward ChatGPT.,5,10,0.08453864,0.26843017,0.11317155,0.43372342,0.13982148,0.43372342,0.20793705
"Living with and without AI: A mixed-methods study on AI usage, addiction, and 'AIlessphobia' in nursing students",Reyhan Sağlam|Bilge Kalanlar,2025,15,NOT Open Access,2025-08-31,,living with and without ai a mixed methods study on ai usage addiction and ailessphobia in nursing students,15,"Living with and without AI: A mixed-methods study on AI usage, addiction, and 'AIlessphobia' in nursing students.",5,1,0.1913094,0.25040114,0.34072572,0.43363482,0.25146502,0.43363482,0.29350725
ChatGPT in Teaching and Learning at University Classes: Are Traditional Pedagogues better Fit?,Milan Acharya,2025,0,Open Access,2025-11-24,"This research assesses the connection between collaborating with ChatGPT, note recitation and academic performance in the context of the Master's degree program at Tribhuvan University in Nepal. As teaching and learning paradigms have rapidly changed, students have been confronted with the need to blend traditional lecturing pedagogical methods with the inevitable inclusion of AI technologies. This study utilized a mixed method (QUAN-qual) approach with quantitative data from sample sizes of 280 university students and interview data from 10 university students. The results indicated that collaborating with ChatGPT significantly affected students performance, (path coefficient, 0.32 (t=3.01, p<0.002)). Similarly, collaborating by reciting notes, exhibited a strong positive relationship with student performance (path coefficient, 0.38, (t=2.95, p<0.003)). Therefore, the findings highlight a hybrid effect of AI-tools and recitation in student performance. The COVID-19 pandemic intensified the already urgent need for online learning at TU, highlighting significant challenges such as poor and limited internet access (costly). TU might consider a pragmatically directed blend of AI tools and existing textbooks as part of a contemporary pedagogical framework.",chatgpt in teaching and learning at university classes are traditional pedagogues better fit,0,"ChatGPT in Teaching and Learning at University Classes: Are Traditional Pedagogues better Fit?. This research assesses the connection between collaborating with ChatGPT, note recitation and academic performance in the context of the Master's degree program at Tribhuvan University in Nepal. As teaching and learning paradigms have rapidly changed, students have been confronted with the need to blend traditional lecturing pedagogical methods with the inevitable inclusion of AI technologies. This study utilized a mixed method (QUAN-qual) approach with quantitative data from sample sizes of 280 university students and interview data from 10 university students. The results indicated that collaborating with ChatGPT significantly affected students performance, (path coefficient, 0.32 (t=3.01, p<0.002)). Similarly, collaborating by reciting notes, exhibited a strong positive relationship with student performance (path coefficient, 0.38, (t=2.95, p<0.003)). Therefore, the findings highlight a hybrid effect of AI-tools and recitation in student performance. The COVID-19 pandemic intensified the already urgent need for online learning at TU, highlighting significant challenges such as poor and limited internet access (costly). TU might consider a pragmatically directed blend of AI tools and existing textbooks as part of a contemporary pedagogical framework.",3,10,0.42701936,0.43344933,0.20883396,0.22313103,0.31961513,0.43344933,0.32240978
The Use of AI by Undergraduate Students of Social Education in Spain and Portugal: A Case Study,Sara Martínez-Carrera|Cristina Sánchez-Martı́nez|Sandra Fernandes|María del Carmen Ricoy Lorenzo,2025,4,Open Access,2025-03-20,"Artificial Intelligence (AI) is currently transforming many areas of society, including education. AI offers innovative tools and methods that personalise learning, automate processes and improve the educational experience. Social education seeks to foster integral human development and collective well-being, and AI can be a powerful tool to achieve these goals. For this reason, the main objective of this study is to learn about the use of AI by future social educators. This research is approached from a qualitative methodology. A total of 69 undergraduate students of Social Education from two universities in Spain and Portugal participated in the study. As results and conclusions, it is worth highlighting that future social educators define AI with key words such as tools, technology or help-solution. Most of the students had used AI throughout their academic life. In fact, they used AI academically, at work and personally to search for information or to generate images, mainly through ChatGPT (version 4.0). They highlighted as an advantage the speed of the information, a time-saving feature. The main limitation was the reduction in activities. In general, they considered that AI has a positive impact and would like to continue using it.",the use of ai by undergraduate students of social education in spain and portugal a case study,4,"The Use of AI by Undergraduate Students of Social Education in Spain and Portugal: A Case Study. Artificial Intelligence (AI) is currently transforming many areas of society, including education. AI offers innovative tools and methods that personalise learning, automate processes and improve the educational experience. Social education seeks to foster integral human development and collective well-being, and AI can be a powerful tool to achieve these goals. For this reason, the main objective of this study is to learn about the use of AI by future social educators. This research is approached from a qualitative methodology. A total of 69 undergraduate students of Social Education from two universities in Spain and Portugal participated in the study. As results and conclusions, it is worth highlighting that future social educators define AI with key words such as tools, technology or help-solution. Most of the students had used AI throughout their academic life. In fact, they used AI academically, at work and personally to search for information or to generate images, mainly through ChatGPT (version 4.0). They highlighted as an advantage the speed of the information, a time-saving feature. The main limitation was the reduction in activities. In general, they considered that AI has a positive impact and would like to continue using it.",3,-1,0.263861,0.35948318,0.34742567,0.43327475,0.32381594,0.43327475,0.3455721
University Students’ Perspectives on the Use of ChatGPT in Take-Home Assignments,Florence Kyaruzi|Innocent Buberwa Rugambuka,2026,0,Open Access,2026-03-30,"Increased and easier access to technology has changed the way students in universities do their assignments. This study investigated university students’ perspectives on the use of ChatGPT in take-home assignments. Specifically, the study examined (a) students’ perceptions of using ChatGPT, (b) the influence of these perceptions on behavioral intention (BI) and actual use, and (c) social influence (SI) on the use of ChatGPT. A sequential mixed-methods design was employed using a validated questionnaire and focus group discussions (FDGs). The qualitative and quantitative data were collected from 482 undergraduate students at a government-owned university in Tanzania. In particular, quantitative data were then analyzed descriptively and using structural equation modeling (SEM) techniques, while qualitative ones were analyzed thematically. The quantitative results indicated that students perceived ChatGPT as moderately beneficial in improving performance. They also perceived effort expectancy (EE) and SI as significant predictors of one’s BI to use ChatGPT, but performance expectancy (PE) was not perceived as a predictor. The qualitative results indicated that peers encouraged each other to use ChatGPT in take-home assignments, resulting in increased collaboration and sharing of knowledge about the tools. The students felt that lecturers opposed ChatGPT use due to the lack of an explicit university policy on the use of artificial intelligence (AI) chatbots, an issue that raises concerns pertaining to fairness and academic integrity. The results highlight the necessity for universities to conduct ethical literacy programs for students on the appropriate use of AI tools and also develop explicit guidelines that direct them on how they should use AI in academic assignments.",university students perspectives on the use of chatgpt in take home assignments,0,"University Students’ Perspectives on the Use of ChatGPT in Take-Home Assignments. Increased and easier access to technology has changed the way students in universities do their assignments. This study investigated university students’ perspectives on the use of ChatGPT in take-home assignments. Specifically, the study examined (a) students’ perceptions of using ChatGPT, (b) the influence of these perceptions on behavioral intention (BI) and actual use, and (c) social influence (SI) on the use of ChatGPT. A sequential mixed-methods design was employed using a validated questionnaire and focus group discussions (FDGs). The qualitative and quantitative data were collected from 482 undergraduate students at a government-owned university in Tanzania. In particular, quantitative data were then analyzed descriptively and using structural equation modeling (SEM) techniques, while qualitative ones were analyzed thematically. The quantitative results indicated that students perceived ChatGPT as moderately beneficial in improving performance. They also perceived effort expectancy (EE) and SI as significant predictors of one’s BI to use ChatGPT, but performance expectancy (PE) was not perceived as a predictor. The qualitative results indicated that peers encouraged each other to use ChatGPT in take-home assignments, resulting in increased collaboration and sharing of knowledge about the tools. The students felt that lecturers opposed ChatGPT use due to the lack of an explicit university policy on the use of artificial intelligence (AI) chatbots, an issue that raises concerns pertaining to fairness and academic integrity. The results highlight the necessity for universities to conduct ethical literacy programs for students on the appropriate use of AI tools and also develop explicit guidelines that direct them on how they should use AI in academic assignments.",3,3,0.37939146,0.42092672,0.32051837,0.1369667,0.4328202,0.4328202,0.3381247
Academic Honesty in the Era of Artificial Intelligence: Global Perspectives and Evidence from Indonesian Higher Education (Study case: Female Students),B.M.A.S. Anaconda Bangkara,2026,0,Open Access,2026-01-09,"This study aims to examine academic honesty among undergraduate female students in Indonesia, amidst the widespread access to AI-based tools (e.g., ChatGPT, Gemini). Based on the Theory of Planned Behavior (TPB), this study examines the influence of Attitude Toward Behavior (ATB), Subjective Norm (SN), and Perceived Behavioral Control (PBC) on Behavioral Intention (BI) and subsequently impacting Actual Behavior (AB). This study employed a quantitative explanatory cross-sectional design. Data were collected through online questionnaires from 350 female students at various universities in Indonesia. The analysis phase was conducted using Confirmatory Factor Analysis (CFA) and Structural Equation Modeling (SEM) in AMOS to assess measurement validity and the strength of causal pathways. The results showed that the three TPB constructs, namely ATB (? = 0.31, p < 0.001), SN (? = 0.27, p < 0.01), and especially PBC (? = 0.39, p < 0.001), significantly predicted BI, and BI, in turn, significantly predicted AB (? = 0.48, p < 0.001). Furthermore, PBC had a direct effect on AB (? = 0.22, p < 0.05). Both the measurement and structural models met the recommended fit criteria (CFI ? 0.95; RMSEA ? 0.05). The findings of this study confirm the application of the TPB to understand female students' academic honesty in the AI era and emphasize the central role of PBC and the influence of Indonesian collectivist cultural norms. Practical implications include the need to strengthen academic skills and AI ethics literacy, integrate local wisdom into integrity-enhancing programs, and implement institutional policies that encourage the responsible use of AI. Future research should consider comparative gender studies and longitudinal designs to explore behavioral dynamics as technology evolves.",academic honesty in the era of artificial intelligence global perspectives and evidence from indonesian higher education study case female students,0,"Academic Honesty in the Era of Artificial Intelligence: Global Perspectives and Evidence from Indonesian Higher Education (Study case: Female Students). This study aims to examine academic honesty among undergraduate female students in Indonesia, amidst the widespread access to AI-based tools (e.g., ChatGPT, Gemini). Based on the Theory of Planned Behavior (TPB), this study examines the influence of Attitude Toward Behavior (ATB), Subjective Norm (SN), and Perceived Behavioral Control (PBC) on Behavioral Intention (BI) and subsequently impacting Actual Behavior (AB). This study employed a quantitative explanatory cross-sectional design. Data were collected through online questionnaires from 350 female students at various universities in Indonesia. The analysis phase was conducted using Confirmatory Factor Analysis (CFA) and Structural Equation Modeling (SEM) in AMOS to assess measurement validity and the strength of causal pathways. The results showed that the three TPB constructs, namely ATB (? = 0.31, p < 0.001), SN (? = 0.27, p < 0.01), and especially PBC (? = 0.39, p < 0.001), significantly predicted BI, and BI, in turn, significantly predicted AB (? = 0.48, p < 0.001). Furthermore, PBC had a direct effect on AB (? = 0.22, p < 0.05). Both the measurement and structural models met the recommended fit criteria (CFI ? 0.95; RMSEA ? 0.05). The findings of this study confirm the application of the TPB to understand female students' academic honesty in the AI era and emphasize the central role of PBC and the influence of Indonesian collectivist cultural norms. Practical implications include the need to strengthen academic skills and AI ethics literacy, integrate local wisdom into integrity-enhancing programs, and implement institutional policies that encourage the responsible use of AI. Future research should consider comparative gender studies and longitudinal designs to explore behavioral dynamics as technology evolves.",5,-1,0.2175569,0.34589672,0.2532279,0.24587053,0.43233252,0.43233252,0.2989769
Human and AI-generated feedback in higher education: A systematic review of effectiveness and student perceptions,Candy Haydee Guardia-Paniura|Timoteo Cueva-Luza|Favio Mauricio Cruz-Carpio|Raúl Reynaldo Ito-Díaz|David Victor Apaza-Paco|Nilda Rosas-Rojas|Benedicta Mamani-Mamani|Ángel Terrero-Pérez|Renato Yassutaka Faria Yaedú|Mariela Peralta-Mamani,2026,5,Open Access,2026-02-04,"This study aims to compare the feedback provided by human professors and ChatGPT on university students’ work and to report on students’ perceptions of both types of feedback. A systematic review was conducted following PRISMA 2020 guidelines. Databases research included Web of Science, Scopus, EBSCO, ACM Digital Library, and IEEE Xplore, with additional gray literature sources, until October 2024. Inclusion criteria were cross-sectional studies evaluating university students’ work, comparing feedback from ChatGPT with human professors. Data extraction was performed using a standardized form, and risk of bias was assessed with the Joanna Briggs Institute critical appraisal tool. A narrative synthesis of the results was made. PROSPERO registration number: CRD42024566691. This review included 8 studies with 461 students. ChatGPT feedback was detailed and rapid, while human feedback was valued for its personalization and emotional support. Students appreciated the detailed and immediate nature of ChatGPT feedback but noted its lack of emotional nuance and context-specific guidance. Human feedback was preferred for addressing individual learning needs and providing affective support. A combination of both types of feedback to maximize benefits. ChatGPT can assist human teachers by providing detailed and timely feedback to university students. However, human supervision is essential to ensure feedback is nuanced and contextually appropriate. A hybrid approach can optimize the learning experience in higher education. Further research is necessary to explore AI applications in educational settings and understand their impact on learning outcomes.",human and ai generated feedback in higher education a systematic review of effectiveness and student perceptions,5,"Human and AI-generated feedback in higher education: A systematic review of effectiveness and student perceptions. This study aims to compare the feedback provided by human professors and ChatGPT on university students’ work and to report on students’ perceptions of both types of feedback. A systematic review was conducted following PRISMA 2020 guidelines. Databases research included Web of Science, Scopus, EBSCO, ACM Digital Library, and IEEE Xplore, with additional gray literature sources, until October 2024. Inclusion criteria were cross-sectional studies evaluating university students’ work, comparing feedback from ChatGPT with human professors. Data extraction was performed using a standardized form, and risk of bias was assessed with the Joanna Briggs Institute critical appraisal tool. A narrative synthesis of the results was made. PROSPERO registration number: CRD42024566691. This review included 8 studies with 461 students. ChatGPT feedback was detailed and rapid, while human feedback was valued for its personalization and emotional support. Students appreciated the detailed and immediate nature of ChatGPT feedback but noted its lack of emotional nuance and context-specific guidance. Human feedback was preferred for addressing individual learning needs and providing affective support. A combination of both types of feedback to maximize benefits. ChatGPT can assist human teachers by providing detailed and timely feedback to university students. However, human supervision is essential to ensure feedback is nuanced and contextually appropriate. A hybrid approach can optimize the learning experience in higher education. Further research is necessary to explore AI applications in educational settings and understand their impact on learning outcomes.",10,-1,0.32395643,0.43207246,0.21747866,0.22994323,0.37410253,0.43207246,0.31551066
Development and Validation of the Scale for Attitudes Towards Generative AI (SAGAI),Gürhan Durak|Semiral Öncü|Serkan Çankaya|Harun Çiğdem,2025,1,NOT Open Access,2025-12-20,,development and validation of the scale for attitudes towards generative ai sagai,1,Development and Validation of the Scale for Attitudes Towards Generative AI (SAGAI).,5,11,0.0327208,0.15298182,0.07579736,0.43185192,0.13250591,0.43185192,0.16517155
The effects of ChatGPT use in small-group English discussion classes,Younghee Kim,2026,0,NOT Open Access,2026-06-30,,the effects of chatgpt use in small group english discussion classes,0,The effects of ChatGPT use in small-group English discussion classes.,9,8,0.43178827,0.42674842,0.23157844,0.116446555,0.2874554,0.43178827,0.29880345
ARTIFICIAL INTELLIGENCE & CHATGPT FOR COMMUNICATION SCIENCE,Şebnem GÜRSOY ULUSOY,2024,1,NOT Open Access,2024-01-01,,artificial intelligence chatgpt for communication science,1,ARTIFICIAL INTELLIGENCE & CHATGPT FOR COMMUNICATION SCIENCE.,1,-1,0.17841572,0.4317882,0.079190075,0.2780844,0.17277792,0.4317882,0.22805126
Integration of the SECI model and ChatGPT in higher education,Urpi Barreto|Yasser Abarca Sánchez,2025,8,Open Access,2025-02-01,"In educational settings, the socialization, externalization, combination, and internalization (SECI) model promotes collaboration, the creation of new knowledge, and the integration of individual and collective experiences, thereby enriching learning with greater depth and meaning. The objective of this study was to identify the factors that contribute to the optimal development of the SECI model through the use of ChatGPT, to understand their interaction. The experiment included undergraduate students of business sciences at public and private universities in Cusco, Huancayo, and Lima, Peru. The students were divided into control and experimental groups, with 100 students in each group. The main selection criteria were prior knowledge of and willingness to use ChatGPT and being enrolled in a finance course. The phases of the SECI model were evaluated using ChatGPT in the experimental group through group discussions, brainstorming sessions, the creation of a manual, and individual assessments, exploring the impact of ChatGPT usage on learning. A comparison and description of each phase was conducted. Results revealed that while the use of ChatGPT improved the quality of interaction and externalization of knowledge in the experimental group compared to the control group, it did not have a notable impact on the quality of combination or internalization of knowledge. A multinomial logistic regression analyzed the impact of ChatGPT usage in each phase. Findings showed that the SECI model without ChatGPT explained 63.4 % of the change in internalization, while with ChatGPT it was 41.3 %. A positive correlation was observed between the use of ChatGPT and the performance in objective tests during the externalization and combination phases. However, while it enhanced the generation of ideas in the early stages of learning, it did not necessarily increase tacit knowledge in the internalization phase. The importance of using tools such as ChatGPT carefully and selectively, especially in the context of acquiring specialized knowledge, was emphasized.",integration of the seci model and chatgpt in higher education,8,"Integration of the SECI model and ChatGPT in higher education. In educational settings, the socialization, externalization, combination, and internalization (SECI) model promotes collaboration, the creation of new knowledge, and the integration of individual and collective experiences, thereby enriching learning with greater depth and meaning. The objective of this study was to identify the factors that contribute to the optimal development of the SECI model through the use of ChatGPT, to understand their interaction. The experiment included undergraduate students of business sciences at public and private universities in Cusco, Huancayo, and Lima, Peru. The students were divided into control and experimental groups, with 100 students in each group. The main selection criteria were prior knowledge of and willingness to use ChatGPT and being enrolled in a finance course. The phases of the SECI model were evaluated using ChatGPT in the experimental group through group discussions, brainstorming sessions, the creation of a manual, and individual assessments, exploring the impact of ChatGPT usage on learning. A comparison and description of each phase was conducted. Results revealed that while the use of ChatGPT improved the quality of interaction and externalization of knowledge in the experimental group compared to the control group, it did not have a notable impact on the quality of combination or internalization of knowledge. A multinomial logistic regression analyzed the impact of ChatGPT usage in each phase. Findings showed that the SECI model without ChatGPT explained 63.4 % of the change in internalization, while with ChatGPT it was 41.3 %. A positive correlation was observed between the use of ChatGPT and the performance in objective tests during the externalization and combination phases. However, while it enhanced the generation of ideas in the early stages of learning, it did not necessarily increase tacit knowledge in the internalization phase. The importance of using tools such as ChatGPT carefully and selectively, especially in the context of acquiring specialized knowledge, was emphasized.",9,3,0.43096069,0.4066239,0.31705755,0.16077065,0.3620904,0.43096069,0.33550063
UTILIZING GENERATIVE AI CLINICAL PATIENT PERSONAS FOR ENHANCING DIAGNOSTIC ACCURACY AND THERAPEUTIC EMPATHY IN UNDERGRADUATE PSYCHOLOGY TRAINING,Komilova Mokhitabon Ramish Qizi|Go‘yoxon Yakubova|Shoxista Xolmurotova|Azizbek Mukhamedov|Umida Djalilova|Aliya Kadirbaeva|Bobur Juraev,2026,0,Open Access,2026-05-29,"There is frequent conflict between diagnostic rigor and therapeutic empathy training in psychology undergraduates because students rarely encounter a variety of complex clinical presentations. This research investigates the usefulness of applying generative artificial intelligence (AI) clinical patient persona (GPT-4) by OpenAI to improve diagnostic accuracy and empathic interaction among psychology undergraduates. A quasi-experimental design was used, involving 124 third-year psychology students randomly assigned to either AI-persona training (n = 62) or traditional case-vignette training (n = 62) in a 6-week module. Structured simulated clinical interviews with dynamically responsive AI-generated personas simulating mood, anxiety, trauma-related, and personality disorders were provided to the intervention group. The measures were standardised using diagnostic accuracy rubrics and the Jefferson Scale of Empathy (JSE-S). Findings showed that students exposed to an AI persona had significantly better diagnostic accuracy (84.7% vs. 72.3%; p < .01) and better differentiation in diagnosis formulation (mean score change of 18.5; Cohen d = 0.74) than the controls. The JSE-S empathy scores increased by 21.2% in the intervention group compared with 8.9% in the control group (p < .01). Also, 89 % of the participants said they felt more confident in conducting clinical interviews, and 76 % said they felt more realistic than when using a static case study. The results indicate that clinical patient personas generated by generative AI can be a valuable addition to undergraduate psychology training, enhancing diagnostic competence and therapeutic empathy. A possible solution is to systematically incorporate simulated AI into training curricula, offering experience-based learning with scalable resource requirements at low cost, while maintaining ethical standards and pedagogical rigour.",utilizing generative ai clinical patient personas for enhancing diagnostic accuracy and therapeutic empathy in undergraduate psychology training,0,"UTILIZING GENERATIVE AI CLINICAL PATIENT PERSONAS FOR ENHANCING DIAGNOSTIC ACCURACY AND THERAPEUTIC EMPATHY IN UNDERGRADUATE PSYCHOLOGY TRAINING. There is frequent conflict between diagnostic rigor and therapeutic empathy training in psychology undergraduates because students rarely encounter a variety of complex clinical presentations. This research investigates the usefulness of applying generative artificial intelligence (AI) clinical patient persona (GPT-4) by OpenAI to improve diagnostic accuracy and empathic interaction among psychology undergraduates. A quasi-experimental design was used, involving 124 third-year psychology students randomly assigned to either AI-persona training (n = 62) or traditional case-vignette training (n = 62) in a 6-week module. Structured simulated clinical interviews with dynamically responsive AI-generated personas simulating mood, anxiety, trauma-related, and personality disorders were provided to the intervention group. The measures were standardised using diagnostic accuracy rubrics and the Jefferson Scale of Empathy (JSE-S). Findings showed that students exposed to an AI persona had significantly better diagnostic accuracy (84.7% vs. 72.3%; p < .01) and better differentiation in diagnosis formulation (mean score change of 18.5; Cohen d = 0.74) than the controls. The JSE-S empathy scores increased by 21.2% in the intervention group compared with 8.9% in the control group (p < .01). Also, 89 % of the participants said they felt more confident in conducting clinical interviews, and 76 % said they felt more realistic than when using a static case study. The results indicate that clinical patient personas generated by generative AI can be a valuable addition to undergraduate psychology training, enhancing diagnostic competence and therapeutic empathy. A possible solution is to systematically incorporate simulated AI into training curricula, offering experience-based learning with scalable resource requirements at low cost, while maintaining ethical standards and pedagogical rigour.",4,1,0.15615898,0.2851619,0.18642592,0.43060642,0.21971677,0.43060642,0.25561398
AI literacy and trust: A multi-method study of Human-GAI team collaboration,Zilong Pan|Ozias Moore|Antigoni Papadimitriou|Jiayan Zhu,2025,29,Open Access,2025-05-01,"As artificial intelligence (AI) becomes increasingly integrated into team settings for collaboration with humans, understanding the dynamics of trust and AI literacy is essential for enhancing team effectiveness. This study investigates the relationship between trust and AI literacy in human-generative AI (GAI) team collaboration, focusing on how AI literacy affects trust formation in these interactions. Drawing upon foundational teamwork literature and AI literacy frameworks, we conducted a multi-method investigation involving 116 undergraduate team members across 23 project teams throughout a semester. In Study 1, qualitative findings revealed distinct attitudes toward GAI as a teammate, categorized as trust, distrust, and ambivalence. Study 2 employed quantitative methods to determine predictors of trust in GAI, demonstrating that AI knowledge and perceived value—key components of AI literacy—significantly influenced perceptions of trust. Notably, perceptions of GAI accuracy emerged as a critical determinant of trust. Our findings highlight the complex interplay between AI literacy and trust in human-GAI collaboration. We observed a paradox: increased AI literacy can enhance collaboration but may also lead to hesitancy in future AI use. We contribute to advancing the understanding of human-AI collaboration by highlighting the critical role of AI literacy in shaping trust and socio-technical team dynamics. Our study provides evidence demonstrating the importance of targeted AI literacy development in building trust and fostering effective collaboration in human-GAI teams. These findings provide a foundation for research aimed at optimizing human-GAI teamwork and developing adaptive AI literacy frameworks, empowering individuals to effectively engage with AI across diverse collaborative settings.",ai literacy and trust a multi method study of human gai team collaboration,29,"AI literacy and trust: A multi-method study of Human-GAI team collaboration. As artificial intelligence (AI) becomes increasingly integrated into team settings for collaboration with humans, understanding the dynamics of trust and AI literacy is essential for enhancing team effectiveness. This study investigates the relationship between trust and AI literacy in human-generative AI (GAI) team collaboration, focusing on how AI literacy affects trust formation in these interactions. Drawing upon foundational teamwork literature and AI literacy frameworks, we conducted a multi-method investigation involving 116 undergraduate team members across 23 project teams throughout a semester. In Study 1, qualitative findings revealed distinct attitudes toward GAI as a teammate, categorized as trust, distrust, and ambivalence. Study 2 employed quantitative methods to determine predictors of trust in GAI, demonstrating that AI knowledge and perceived value—key components of AI literacy—significantly influenced perceptions of trust. Notably, perceptions of GAI accuracy emerged as a critical determinant of trust. Our findings highlight the complex interplay between AI literacy and trust in human-GAI collaboration. We observed a paradox: increased AI literacy can enhance collaboration but may also lead to hesitancy in future AI use. We contribute to advancing the understanding of human-AI collaboration by highlighting the critical role of AI literacy in shaping trust and socio-technical team dynamics. Our study provides evidence demonstrating the importance of targeted AI literacy development in building trust and fostering effective collaboration in human-GAI teams. These findings provide a foundation for research aimed at optimizing human-GAI teamwork and developing adaptive AI literacy frameworks, empowering individuals to effectively engage with AI across diverse collaborative settings.",6,-1,0.29874656,0.3157791,0.2277377,0.43055886,0.24948087,0.43055886,0.3044606
